"1" 2017-06-27 11:39:43 "NOTE" "initialized" "init_env" "completed initialization" ""
"174" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "lookup id" "failed lookup, generating new id" ""
"175" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-dredge"
"176" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "qname" "URI will be forced to null" "#WN30Word-dredge"
"177" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "lookup id" "failed lookup, generating new id" ""
"178" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "dbpedia_lookup" "not match found for " "box core"
"179" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "lookup id" "failed lookup, generating new id" ""
"180" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-ethanol"
"181" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "qname" "URI will be forced to null" "#WN30Word-ethanol"
"182" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "lookup id" "failed lookup, generating new id" ""
"183" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-storage"
"184" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "qname" "URI will be forced to null" "#WN30Word-storage"
"185" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "lookup id" "failed lookup, generating new id" ""
"186" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/World"
"187" 2017-06-27 11:40:12 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "lookup id" "failed lookup, generating new id" ""
"188" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4912.xml" "process_dump_list" "submission to server" ""
"189" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "process_dump_list" "new context" "/media/obkms/RDF//10.3897_BDJ.4.e8069.xml.ttl"
"190" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"191" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"192" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"193" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "disambig_author" "Rule 2 fail (email)" "no matches"
"194" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "disambig_author" "no match, update the local authors db" "WardiatnoNA"
"195" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"196" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "disambig_author" "no match, update the local authors db" "HakimNA"
"197" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"198" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "disambig_author" "no match, update the local authors db" "MasharNA"
"199" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"200" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "disambig_author" "no match, update the local authors db" "ButetNA"
"201" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"202" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "disambig_author" "no match, update the local authors db" "AdriantoNA"
"203" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"204" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "disambig_author" "no match, update the local authors db" "FarajallahNA"
"205" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"206" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "not match found for " "Animalia"
"207" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"208" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "not match found for " "Aquatic biology"
"209" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"210" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Decapoda"
"211" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"212" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "not match found for " "deep-sea spiny lobster"
"213" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"214" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Indian_Ocean"
"215" 2017-06-27 11:40:13 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"216" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "not match found for " "new finding"
"217" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"218" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "not match found for " "Palabuhanratu bay"
"219" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"220" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Asia"
"221" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "lookup id" "failed lookup, generating new id" ""
"222" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.4.e8069.xml" "process_dump_list" "submission to server" ""
"223" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "process_dump_list" "new context" "/media/obkms/RDF//10.3897_BDJ.5.e11794.xml.ttl"
"224" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"225" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"226" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"227" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "Rule 2 fail (email)" "no matches"
"228" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "AmonNA"
"229" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"230" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "ZieglerNA"
"231" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"232" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "KremenetskaiaNA"
"233" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"234" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "MahNA"
"235" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"236" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "MooiNA"
"237" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"238" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "O'HaraNA"
"239" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"240" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "PawsonNA"
"241" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"242" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "RouxNA"
"243" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"244" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "disambig_author" "no match, update the local authors db" "SmithNA"
"245" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"246" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "Animalia"
"247" 2017-06-27 11:40:14 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"248" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "Echinodermata"
"249" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"250" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "Invertebrata"
"251" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"252" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Biogeography"
"253" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"254" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "Biodiversity & Conservation"
"255" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"256" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "Ecology & Environmental sciences"
"257" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"258" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "deep-sea mining"
"259" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"260" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "polymetallic nodule"
"261" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"262" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "Clarion-Clipperton Zone"
"263" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"264" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "megafauna"
"265" 2017-06-27 11:40:15 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"266" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-echinoderm"
"267" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "qname" "URI will be forced to null" "#WN30Word-echinoderm"
"268" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"269" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-atlas"
"270" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "qname" "URI will be forced to null" "#WN30Word-atlas"
"271" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"272" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "dbpedia_lookup" "not match found for " "Pacific"
"273" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "lookup id" "failed lookup, generating new id" ""
"274" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11794.xml" "process_dump_list" "submission to server" ""
"275" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "process_dump_list" "new context" "/media/obkms/RDF//10.3897_BDJ.5.e11337.xml.ttl"
"276" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"277" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"278" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"279" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "disambig_author" "Rule 2 fail (email)" "no matches"
"280" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "disambig_author" "no match, update the local authors db" "SantosNA"
"281" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"282" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "disambig_author" "no match, update the local authors db" "AguiarNA"
"283" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"284" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "disambig_author" "no match, update the local authors db" "TedescoNA"
"285" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"286" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "disambig_author" "no match, update the local authors db" "FontenelleNA"
"287" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"288" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Ichneumonidae"
"289" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"290" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Hymenoptera"
"291" 2017-06-27 11:40:16 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"292" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "not match found for " "Biodiversity & Conservation"
"293" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"294" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "not match found for " "Ecology & Environmental sciences"
"295" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"296" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "not match found for " "Malaise trap"
"297" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"298" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "not match found for " "parasitoid"
"299" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"300" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "not match found for " "phenology"
"301" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"302" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "found resrouce" "#WN30Word-outbreak"
"303" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "qname" "URI will be forced to null" "#WN30Word-outbreak"
"304" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"305" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "not match found for " "Trihapsis polita"
"306" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"307" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "not match found for " "secondary forest"
"308" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"309" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Brazil"
"310" 2017-06-27 11:40:17 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"311" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/South_America"
"312" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "lookup id" "failed lookup, generating new id" ""
"313" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.5.e11337.xml" "process_dump_list" "submission to server" ""
"314" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "process_dump_list" "new context" "/media/obkms/RDF//10.3897_BDJ.3.e4343.xml.ttl"
"315" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"316" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"317" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"318" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "disambig_author" "Rule 2 fail (email)" "no matches"
"319" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "disambig_author" "no match, update the local authors db" "MenezesNA"
"320" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"321" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "disambig_author" "no match, update the local authors db" "BravoNA"
"322" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"323" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Hexapoda"
"324" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"325" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "Mantodea"
"326" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"327" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "Insecta"
"328" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"329" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "Invertebrata"
"330" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"331" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "Arthropoda"
"332" 2017-06-27 11:40:18 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"333" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Taxonomy"
"334" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"335" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Systematics"
"336" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"337" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "Chapada Diamantina"
"338" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"339" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Dictyoptera"
"340" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"341" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "found resrouce" "http://dbpedia.org/resource/Mantidae"
"342" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"343" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "Neotropical region"
"344" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"345" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "Photinainae"
"346" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
"347" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "dbpedia_lookup" "not match found for " "taxonomy."
"348" 2017-06-27 11:40:19 "NOTE" "/media/obkms/XML2/10.3897_BDJ.3.e4343.xml" "lookup id" "failed lookup, generating new id" ""
